id,titulo,url_pdf,caminho_local,status_download
1693,PALMITATO DE PALIPERIDONA/ESQUIZOFRENIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1693.pdf,output/df_tjdft/pdfs/1693.pdf,sucesso
1694,AZACIDINA E VENETOCLAX/ LEUCEMIA MIELOIDE AGUDA EM PACIENTE IDOSA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1694.pdf,output/df_tjdft/pdfs/1694.pdf,sucesso
1696,OCRELIZUMABE / ESCLEROSE MÚLTIPLA PRIMARIAMENTE PROGRESSIVA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1696.pdf,output/df_tjdft/pdfs/1696.pdf,sucesso
1698,AFLIBERCEPTE (EYLIA®) / DEGENERAÇÃO MACULAR RELACIONADA A IDADE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1698.pdf,output/df_tjdft/pdfs/1698.pdf,sucesso
1699,RITUXIMABE / PÊNFIGO VULGAR COM USO PRÉVIO DE IMUNOSSUPRESSORES,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1699.pdf,output/df_tjdft/pdfs/1699.pdf,sucesso
1700,RITUXIMABE / PÊNFIGO VULGAR COM USO PRÉVIO DE IMUNOSSUPRESSORES,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1700.pdf,output/df_tjdft/pdfs/1700.pdf,sucesso
1708,DEMANDA BRENTUXIMABE VEDOTINA (CONSOLIDAÇÃO PÓS TRANSPLANTE)/ LINFOMA DE HODGKIN EM ADOLESCENTE COM ALTO RISCO DE RECIDIVA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1708.pdf,output/df_tjdft/pdfs/1708.pdf,sucesso
1712,BORTEZOMIBE / MIELOMA MÚLTIPLO PREVIAMENTE TRATADO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1712.pdf,output/df_tjdft/pdfs/1712.pdf,sucesso
1718,PERTUZUMABE e TRASTUZUMABE / CÂNCER DE MAMA HER2 POSITIVO METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1718.pdf,output/df_tjdft/pdfs/1718.pdf,sucesso
1722,NINTEDANIBE / FIBROSE PULMONAR IDIOPÁTICA DE LEVE A MODERADA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1722.pdf,output/df_tjdft/pdfs/1722.pdf,sucesso
1731,OMALIZUMABE / URTICÁRIA CRÔNICA ESPONTÂNEA REFRATÁRIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1731.pdf,output/df_tjdft/pdfs/1731.pdf,sucesso
1732,AZACITIDINA / SÍNDROME MIELODISPLÁSICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1732.pdf,output/df_tjdft/pdfs/1732.pdf,sucesso
1733,LAXANTES A BASE DE SENNA/ DOENÇA DE HIRSCHSPRUNG,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1733.pdf,output/df_tjdft/pdfs/1733.pdf,sucesso
1735,MICOFENOLATO DE MOFETILA / LÚPUS ERITEMATOSO SISTÊMICO COM NEFRITE LÚPICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1735.pdf,output/df_tjdft/pdfs/1735.pdf,sucesso
1736,ONCO-BCG (IMUNO-BCG) / CÂNCER DE BEXIGA NÃO INVASIVO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1736.pdf,output/df_tjdft/pdfs/1736.pdf,sucesso
1737,DUPILUMABE / DERMATITE ATÓPICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1737.pdf,output/df_tjdft/pdfs/1737.pdf,sucesso
1738,BELIMUMABE / LÚPUS ERITEMATOSO SISTÊMICO COM ENVOLVIMENTO HEMATOLÓGICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1738.pdf,output/df_tjdft/pdfs/1738.pdf,sucesso
1739,DUPILUMABE / DERMATITE ATÓPICA SEM USO PRÉVIO DE METOTREXATO E CICLOSPORINA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1739.pdf,output/df_tjdft/pdfs/1739.pdf,sucesso
1740,EXAME PET -SCAN/ CÂNCER DE COLO UTERINO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1740.pdf,output/df_tjdft/pdfs/1740.pdf,sucesso
1741,ELEXACAFTOR/TEZACAFTOR/IVACAFTOR (TRIKAFTA®) / FIBROSE CÍSTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1741.pdf,output/df_tjdft/pdfs/1741.pdf,sucesso
1742,DULOXETINA E PREGABALINA/TRANSTORNO MISTO ANSIOSO E DEPRESSIVO E FIBROMIALGIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1742.pdf,output/df_tjdft/pdfs/1742.pdf,sucesso
1743,SECUQUINUMABE/HIDRADENITE SUPURATIVA REFRATÁRIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1743.pdf,output/df_tjdft/pdfs/1743.pdf,sucesso
1747,SECUQUINUMABE / HANSENÍASE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1747.pdf,output/df_tjdft/pdfs/1747.pdf,sucesso
1754,CANABIDIOL / DOR CRÔNICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1754.pdf,output/df_tjdft/pdfs/1754.pdf,sucesso
1756,OXIGENOTERAPIA HIPERBÁRICA / OSTEONECROSE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1756.pdf,output/df_tjdft/pdfs/1756.pdf,sucesso
1757,CANABIDIOL / DOR CRÔNICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1757.pdf,output/df_tjdft/pdfs/1757.pdf,sucesso
1758,RITUXIMABE / PÊNFIGO VULGAR COM USO PRÉVIO DE IMUNOSSUPRESSORES,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1758.pdf,output/df_tjdft/pdfs/1758.pdf,sucesso
1761,LENALIDOMIDA / MIELOMA MÚLTIPLO SEM USO PRÉVIO DE TALIDOMIDA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1761.pdf,output/df_tjdft/pdfs/1761.pdf,sucesso
1763,OCRELIZUMABE / ESCLEROSE MÚLTIPLA FORMA REMITENTE-RECORRENTE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1763.pdf,output/df_tjdft/pdfs/1763.pdf,sucesso
1765,MICOFENOLATO DE MOFETILA / MORFEIA GENERALIZADA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1765.pdf,output/df_tjdft/pdfs/1765.pdf,sucesso
1769,MICOFENOLATO DE MOFETILA / ESCLEROSE SISTÊMICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1769.pdf,output/df_tjdft/pdfs/1769.pdf,sucesso
1770,BORTEZOMIBE / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1770.pdf,output/df_tjdft/pdfs/1770.pdf,sucesso
1771,LIRAGLUTIDA / OBESIDADE e SÍNDROME DE PRADER WILLI,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1771.pdf,output/df_tjdft/pdfs/1771.pdf,sucesso
1773,CETUXIMABE / ADENOCARCINOMA EM RETOSSIGMÓIDE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1773.pdf,output/df_tjdft/pdfs/1773.pdf,sucesso
1775,SACUBITRIL-VALSARTANA  E EMPAGLIFOZINA / INSUFICIÊNCIA CARDÍACA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1775.pdf,output/df_tjdft/pdfs/1775.pdf,sucesso
1777,ALFAPEGINTERFERONA 2A / MICOSE FUNGOIDE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1777.pdf,output/df_tjdft/pdfs/1777.pdf,sucesso
1779,"VOLANESORSENA/ SÍNDROME DA HIPERQUILOMICRONEMIA FAMILIAR, SÍNDROME DA LIPODISTROFIA FAMILIAR",https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1779.pdf,output/df_tjdft/pdfs/1779.pdf,sucesso
1780,ILOPROSTA / HIPERTENSÃO ARTERIAL PULMONAR IDIOPÁTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1780.pdf,output/df_tjdft/pdfs/1780.pdf,sucesso
1781,EVEROLIMO/ ASTROCITOMA DE CÉLULAS GIGANTES,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1781.pdf,output/df_tjdft/pdfs/1781.pdf,sucesso
1784,AZACITIDINA / SÍNDROME MIELODISPLÁSICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1784.pdf,output/df_tjdft/pdfs/1784.pdf,sucesso
1785,UPADACITINIBE / DERMATITE ATÓPICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1785.pdf,output/df_tjdft/pdfs/1785.pdf,sucesso
1786,IBRUTINIBE / LEUCEMIA LINFOCÍTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1786.pdf,output/df_tjdft/pdfs/1786.pdf,sucesso
1787,IXAZOMIBE/ MIELOMA MÚLTIPLO REFRATÁRIO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1787.pdf,output/df_tjdft/pdfs/1787.pdf,sucesso
1788,PIRFENIDONA OU NINTEDANIBE / FIBROSE PULMONAR IDIOPÁTICA DE LEVE A MODERADA GRAVIDADE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1788.pdf,output/df_tjdft/pdfs/1788.pdf,sucesso
1790,BRENTUXIMABE VEDOTINA/ LINFOMA DE HODGKIN,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1790.pdf,output/df_tjdft/pdfs/1790.pdf,sucesso
1791,CANAQUINUMABE / SÍNDROME DA HIPERIMUNOGLOBULINEMIA D,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1791.pdf,output/df_tjdft/pdfs/1791.pdf,sucesso
1792,ADALIMUMABE / DOENÇA DE CROHN,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1792.pdf,output/df_tjdft/pdfs/1792.pdf,sucesso
1794,ABEMACICLIBE / CÂNCER DE MAMA METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1794.pdf,output/df_tjdft/pdfs/1794.pdf,sucesso
1795,PIRFENIDONA OU NINTEDANIBE / FIBROSE PULMONAR IDIOPÁTICA DE LEVE A MODERADA GRAVIDADE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1795.pdf,output/df_tjdft/pdfs/1795.pdf,sucesso
1796,NIVOLUMABE / MELANOMA METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1796.pdf,output/df_tjdft/pdfs/1796.pdf,sucesso
1797,ELEVADOR DE TRANSFERÊNCIA / ENCEFALOPATIA CRÔNICA NÃO PROGRESSIVA DA INFÂNCIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1797.pdf,output/df_tjdft/pdfs/1797.pdf,sucesso
1801,CAPECITABINA + TEMOZOLOMIDA / TUMOR NEUROENDÓCRINO PULMONAR METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1801.pdf,output/df_tjdft/pdfs/1801.pdf,sucesso
1802,PIRFENIDONA OU NINTEDANIBE / FIBROSE PULMONAR IDIOPÁTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1802.pdf,output/df_tjdft/pdfs/1802.pdf,sucesso
1806,RIBOCICLIBE / CÂNCER DE MAMA METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1806.pdf,output/df_tjdft/pdfs/1806.pdf,sucesso
1813,ASSISTÊNCIA DOMICILIAR 24 HORAS (HOME CARE) / PARALISIA CEREBRAL E SÍNDROME DE WEST,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1813.pdf,output/df_tjdft/pdfs/1813.pdf,sucesso
1815,DUPILUMABE / DERMATITE ATÓPICA GRAVE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1815.pdf,output/df_tjdft/pdfs/1815.pdf,sucesso
1816,EDTA (EDETATO DISSODICO DE CÁLCIO) / INTOXICAÇÃO POR CHUMBO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1816.pdf,output/df_tjdft/pdfs/1816.pdf,sucesso
1819,LANREOTIDA / SÍNDROME CARCINOIDE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1819.pdf,output/df_tjdft/pdfs/1819.pdf,sucesso
1821,CANABIDIOL / TRANSTORNO DE ESPECTRO AUTISTA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1821.pdf,output/df_tjdft/pdfs/1821.pdf,sucesso
1826,DARATUMUMABE OU ISATUXIMABE / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1826.pdf,output/df_tjdft/pdfs/1826.pdf,sucesso
1829,CORREÇÃO INTRAÚTERO DE DISRAFIA ESPINHAL/DISRAFIA ESPINHAL ABERTA (MIELOMENINGOCELE),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1829.pdf,output/df_tjdft/pdfs/1829.pdf,sucesso
1831,OXIGENOTERAPIA HIPERBÁRICA / LESÃO TRAUMÁTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1831.pdf,output/df_tjdft/pdfs/1831.pdf,sucesso
1834,ABEMACICLIBE / CÂNCER DE MAMA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1834.pdf,output/df_tjdft/pdfs/1834.pdf,sucesso
1835,Etoposideo / mola hidatiforme,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1835.pdf,output/df_tjdft/pdfs/1835.pdf,sucesso
1838,DENOSUMABE / TUMOR DE CÉLULAS GIGANTES DO FÊMUR,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1838.pdf,output/df_tjdft/pdfs/1838.pdf,sucesso
1841,PEMIGATINIBE / COLANGIOCARCINOMA METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1841.pdf,output/df_tjdft/pdfs/1841.pdf,sucesso
1842,DENOSUMABE/OSTEOPOROSE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1842.pdf,output/df_tjdft/pdfs/1842.pdf,sucesso
1847,INTERNAÇÃO DOMICILIAR/NEOPLASIA CEREBRAL GLIAL DE ALTO GRAU,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1847.pdf,output/df_tjdft/pdfs/1847.pdf,sucesso
1848,RITUXIMABE/ GRANULOMATOSE COM POLIANGEÍTE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1848.pdf,output/df_tjdft/pdfs/1848.pdf,sucesso
1852,RITUXIMABE / DOENÇA RELACIONADA À IMUNOGLOBULINA G (IgG4),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1852.pdf,output/df_tjdft/pdfs/1852.pdf,sucesso
1853,VIDEOELETROENCEFALOGRAMA/ EPILEPSIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1853.pdf,output/df_tjdft/pdfs/1853.pdf,sucesso
1855,PEMBROLIZUMABE / MELANOMA METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1855.pdf,output/df_tjdft/pdfs/1855.pdf,sucesso
1857,CICLOSPORINA / HEPATITE AUTOIMUNE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1857.pdf,output/df_tjdft/pdfs/1857.pdf,sucesso
1859,VIDEOELETROENCEFALOGRAMA/EPILEPSIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1859.pdf,output/df_tjdft/pdfs/1859.pdf,sucesso
1861,SEMAGLUTIDA E XIGDUO® (DAPAGLIFLOZINA + METFORMINA) / DIABETES TIPO 2 E OBESIDADE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1861.pdf,output/df_tjdft/pdfs/1861.pdf,sucesso
1863,CETUXIMABE / CÂNCER COLORRETAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1863.pdf,output/df_tjdft/pdfs/1863.pdf,sucesso
1864,NINTEDANIBE OU PIRFENIDONA/ FIBROSE PULMONAR PROGRESSIVA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1864.pdf,output/df_tjdft/pdfs/1864.pdf,sucesso
1871,RITUXIMABE / ROMBENCEFALITE DE PROVÁVEL ETIOLOGIA AUTOIMUNE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1871.pdf,output/df_tjdft/pdfs/1871.pdf,sucesso
1873,RITUXIMABE / LÚPUS ERITEMATOSO SISTÊMICO (NEFRITE LÚPICA REFRATÁRIA),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1873.pdf,output/df_tjdft/pdfs/1873.pdf,sucesso
1875,LUMASIRANA/ HIPEROXALÚRIA PRIMÁRIA TIPO I,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1875.pdf,output/df_tjdft/pdfs/1875.pdf,sucesso
1876,REPLAGAL (ALGASIDASE ALFA) / DOENÇA DE FABRY,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1876.pdf,output/df_tjdft/pdfs/1876.pdf,sucesso
1879,RITUXIMABE / ANEMIA HEMOLÍTICA AUTOIMUNE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1879.pdf,output/df_tjdft/pdfs/1879.pdf,sucesso
1880,RIOCIGUATE / HIPERTENSÃO PULMONAR TROMBOEMBÓLICA CRÔNICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1880.pdf,output/df_tjdft/pdfs/1880.pdf,sucesso
1881,DIMESILATO DE LISDEXANFETAMINA /TRANSTORNO DE DÉFICIT DE ATENÇÃO E HIPERATIVIDADE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1881.pdf,output/df_tjdft/pdfs/1881.pdf,sucesso
1882,PALBOCICLIBE / CÂNCER DE MAMA METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1882.pdf,output/df_tjdft/pdfs/1882.pdf,sucesso
1883,IMPLANTES DENTÁRIOS/ EDENTULISMO PARCIAL EM MAXILA E MANDÍBULA E DOENÇA PERIODONTAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1883.pdf,output/df_tjdft/pdfs/1883.pdf,sucesso
1885,LIRAGLUTIDA / OBESIDADE MÓRBIDA INFANTIL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1885.pdf,output/df_tjdft/pdfs/1885.pdf,sucesso
1886,"ATORVASTATINA, DULOXETINA, CITALOPRAM, COLECALCIFEROL, COLÍRIO LUBRIFICANTE CARBOXIMETILCELULOSE / DEMÊNCIA COM TRANSTORNO DO HUMOR MISTO, DOENÇA CEREBROVASCULAR ISQUÊMICA, CORONARIOPATIA, GONARTROSE, GLAUCOMA",https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1886.pdf,output/df_tjdft/pdfs/1886.pdf,sucesso
1887,ACALABRUTINIBE / LINFOMA NÃO HODGKIN DE CÉLULAS DO MANTO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1887.pdf,output/df_tjdft/pdfs/1887.pdf,sucesso
1888,NINTEDANIBE OU PIRFENIDONA / FIBROSE PULMONAR PROGRESSIVA EM ESTADO AVANÇADO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1888.pdf,output/df_tjdft/pdfs/1888.pdf,sucesso
1889,BORTEZOMIBE  / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1889.pdf,output/df_tjdft/pdfs/1889.pdf,sucesso
1891,PEMBROLIZUMABE / ADENOCARCINOMA DE ADRENAL METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1891.pdf,output/df_tjdft/pdfs/1891.pdf,sucesso
1892,PALMITATO DE PALIPERIDONA/ESQUIZOFRENIA PARANOIDE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1892.pdf,output/df_tjdft/pdfs/1892.pdf,sucesso
1894,EXAME DE FISH / CÂNCER DE MAMA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1894.pdf,output/df_tjdft/pdfs/1894.pdf,sucesso
1896,RITUXIMABE / LÚPUS ERITEMATOSO SISTÊMICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1896.pdf,output/df_tjdft/pdfs/1896.pdf,sucesso
1897,PAINEL GENÉTICO PARA RASTREIO DE CÂNCER DE MAMA E OVÁRIO HEREDITÁRIO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1897.pdf,output/df_tjdft/pdfs/1897.pdf,sucesso
1898,ADALIMUMABE / DOENÇA DE CROHN,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1898.pdf,output/df_tjdft/pdfs/1898.pdf,sucesso
1899,UPADACITINIBE / DERMATITE ATÓPICA GRAVE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1899.pdf,output/df_tjdft/pdfs/1899.pdf,sucesso
1900,BORTEZOMIBE / MIELOMA MÚLTIPLO PREVIAMENTE TRATADO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1900.pdf,output/df_tjdft/pdfs/1900.pdf,sucesso
1901,PIRFENIDONA OU NINTEDANIBE / FIBROSE PULMONAR IDIOPÁTICA DE LEVE A MODERADA GRAVIDADE (CVF > 50%),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1901.pdf,output/df_tjdft/pdfs/1901.pdf,sucesso
1903,OSIMERTINIBE / CÂNCER DE PULMÃO METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1903.pdf,output/df_tjdft/pdfs/1903.pdf,sucesso
1904,PAINEL GENÉTICO PARA RASTREIO DE CÂNCER DE MAMA E OVÁRIO HEREDITÁRIO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1904.pdf,output/df_tjdft/pdfs/1904.pdf,sucesso
1905,"CONDRES E PANTOPRAZOL / DOENÇA CEREBROVASCULAR ISQUÊMICA, GASTRITE e OSTEOARTRITE DE JOELHO",https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1905.pdf,output/df_tjdft/pdfs/1905.pdf,sucesso
1906,BORTEZOMIBE / AMILOIDOSE AL SECUNDÁRIA AO MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1906.pdf,output/df_tjdft/pdfs/1906.pdf,sucesso
1907,OMALIZUMABE / URTICÁRIA CRÔNICA ESPONTÂNEA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1907.pdf,output/df_tjdft/pdfs/1907.pdf,sucesso
1908,VEDOLIZUMABE / DOENÇA DE CROHN REFRATÁRIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1908.pdf,output/df_tjdft/pdfs/1908.pdf,sucesso
1909,DULOXETINA e PREGABALINA / FIBROMIALGIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1909.pdf,output/df_tjdft/pdfs/1909.pdf,sucesso
1910,OXIGENOTERAPIA HIPERBÁRICA / LESÃO TRAUMÁTICA POR AVULSÃO (DESENLUVAMENTO),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1910.pdf,output/df_tjdft/pdfs/1910.pdf,sucesso
1911,MICOFENOLATO DE MOFETILA / LÚPUS ERITEMATOSO SISTÊMICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1911.pdf,output/df_tjdft/pdfs/1911.pdf,sucesso
1912,ALFAPEGINTERFERONA 2A / MICOSE FUNGOIDE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1912.pdf,output/df_tjdft/pdfs/1912.pdf,sucesso
1913,SOMATOTROPINA / BAIXA ESTATURA EM CRIANÇA NASCIDA PEQUENA PARA IDADE GESTACIONAL (PIG),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1913.pdf,output/df_tjdft/pdfs/1913.pdf,sucesso
1914,PONATINIBE / LEUCEMIA MIELOIDE CRÔNICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1914.pdf,output/df_tjdft/pdfs/1914.pdf,sucesso
1915,ELETROCONVULSOTERAPIA / TRANSTORNOS DISSOCIATIVOS DO MOVIMENTO E TRANSTORNO AFETIVO BIPOLAR,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1915.pdf,output/df_tjdft/pdfs/1915.pdf,sucesso
1916,BRENTUXIMABE / LINFOMA NÃO-HODGKIN ANAPLÁSICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1916.pdf,output/df_tjdft/pdfs/1916.pdf,sucesso
1917,USTEQUINUMABE / DOENÇA DE CROHN,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1917.pdf,output/df_tjdft/pdfs/1917.pdf,sucesso
1918,PAINEL DE SEQUENCIAMENTO COMPLETO DO EXOMA / ATRASO NO NEURODESENVOLVIMENTO GLOBAL (NEUROPSICOMOTOR),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1918.pdf,output/df_tjdft/pdfs/1918.pdf,sucesso
1919,ACETATO DE ICATIBANTO / ANGIOEDEMA HEREDITÁRIO POR DEFICIÊNCIA DO INIBIDOR DE C1 ESTERASE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1919.pdf,output/df_tjdft/pdfs/1919.pdf,sucesso
1920,PIRFENIDONA OU NINTEDANIBE / FIBROSE PULMONAR IDIOPÁTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/1920.pdf,output/df_tjdft/pdfs/1920.pdf,sucesso
