id,titulo,url_pdf,caminho_local,status_download
3130,NINTEDANIBE / FIBROSE PULMONAR PROGRESSIVA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3130.pdf,output/df_tjdft/pdfs/3130.pdf,sucesso
3131,TOMOGRAFIA COMPUTADORIZADA POR EMISSÃO DE PÓSITRONS / MELANOMA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3131.pdf,output/df_tjdft/pdfs/3131.pdf,sucesso
3132,RIFAXIMINA / CIRROSE COM ENCEFALOPATIA HEPÁTICA PRÉVIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3132.pdf,output/df_tjdft/pdfs/3132.pdf,sucesso
3134,MICOFENOLATO MOFETILA / ESCLERODERMIA LOCALIZADA (MORFEIA),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3134.pdf,output/df_tjdft/pdfs/3134.pdf,sucesso
3135,OCRELIZUMABE / ESCLEROSE MÚLTIPLA PRIMARIAMENTE PROGRESSIVA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3135.pdf,output/df_tjdft/pdfs/3135.pdf,sucesso
3136,"IBRUTINIBE, ACALABRUTINIBE ou ZANUBRUTINIBE / LINFOMA NÃO HODGKIN DE CÉLULAS DO MANTO",https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3136.pdf,output/df_tjdft/pdfs/3136.pdf,sucesso
3137,PEMBROLIZUMABE / LINFOMA DE HODGKIN REFRATÁRIO À QUIMIOTERAPIA CONVENCIONAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3137.pdf,output/df_tjdft/pdfs/3137.pdf,sucesso
3138,DUPILUMABE / ERITRODERMIA ESFOALIATIVA POR DERMATITE ATÓPICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3138.pdf,output/df_tjdft/pdfs/3138.pdf,sucesso
3139,EVOLOCUMABE (REPATHA®) / DOENÇA ARTERIAL CORONARIANA (DAC),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3139.pdf,output/df_tjdft/pdfs/3139.pdf,sucesso
3141,NIVOLUMABE / ADENOCARCINOMA GÁSTRICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3141.pdf,output/df_tjdft/pdfs/3141.pdf,sucesso
3142,SOMATROPINA / BAIXA ESTATURA IDIOPÁTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3142.pdf,output/df_tjdft/pdfs/3142.pdf,sucesso
3144,VIDEOELETROENCEFALOGRAMA E PET FDG CEREBRAL/ EPILEPSIA FOCAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3144.pdf,output/df_tjdft/pdfs/3144.pdf,sucesso
3145,EXTRATOR DE ELETRODOS DE MARCAPASSO / ENDOCARDITE (INFECÇÃO) DE MARCAPASSO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3145.pdf,output/df_tjdft/pdfs/3145.pdf,sucesso
3147,CARFILZOMIBE / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3147.pdf,output/df_tjdft/pdfs/3147.pdf,sucesso
3148,DUPILUMABE / DERMATITE ATÓPICA GRAVE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3148.pdf,output/df_tjdft/pdfs/3148.pdf,sucesso
3149,MICOFENOLATO DE MOFETILA / PENFIGOIDE BOLHOSO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3149.pdf,output/df_tjdft/pdfs/3149.pdf,sucesso
3151,BARICITINIBE/ ALOPECIA AREATA UNIVERSAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3151.pdf,output/df_tjdft/pdfs/3151.pdf,sucesso
3152,DIMESILATO DE LISDEXANFETAMINA /TRANSTORNO DE DÉFICIT DE ATENÇÃO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3152.pdf,output/df_tjdft/pdfs/3152.pdf,sucesso
3153,OMALIZUMABE / URTICÁRIA CRÔNICA ESPONTÂNEA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3153.pdf,output/df_tjdft/pdfs/3153.pdf,sucesso
3154,OMALIZUMABE / URTICÁRIA CRÔNICA ESPONTÂNEA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3154.pdf,output/df_tjdft/pdfs/3154.pdf,sucesso
3156,PEMBROLIZUMABE / LINFOMA DE HODGKIN REFRATÁRIO A VÁRIAS LINHAS DE QUIMIOTERAPIA E AO BRENTUXIMABE VEDOTINA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3156.pdf,output/df_tjdft/pdfs/3156.pdf,sucesso
3157,DISTROFIA MUSCULAR MEROSINA NEGATIVA / APARELHO DE VENTILAÇÃO NÃO INVASIVA E ASPIRADOR DE SECREÇÃO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3157.pdf,output/df_tjdft/pdfs/3157.pdf,sucesso
3158,BARICITINIBE/ ALOPECIA AREATA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3158.pdf,output/df_tjdft/pdfs/3158.pdf,sucesso
3159,DUPILUMABE / DERMATITE ATÓPICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3159.pdf,output/df_tjdft/pdfs/3159.pdf,sucesso
3160,CBD FULL SPECTRUM CARMEN’S®/ EPILEPSIA FOCAL REFRATÁRIA E PARALISIA CEREBRAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3160.pdf,output/df_tjdft/pdfs/3160.pdf,sucesso
3161,RITUXIMABE (MANUTENÇÃO APÓS QUIMIOTERAPIA INDUÇÃO) / LINFOMA NÃO HODGKIN FOLICULAR,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3161.pdf,output/df_tjdft/pdfs/3161.pdf,sucesso
3162,LIRAGLUTIDA / OBESIDADE GRAU I,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3162.pdf,output/df_tjdft/pdfs/3162.pdf,sucesso
3163,LENALIDOMIDA (MANUTENÇÃO PÓS TRANSPLANTE) / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3163.pdf,output/df_tjdft/pdfs/3163.pdf,sucesso
3164,CEMIPLIMABE /CARCINOMA ESPINOCELULAR DE DERME PROFUNDA METASTÁTICO PARA PULMÃO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3164.pdf,output/df_tjdft/pdfs/3164.pdf,sucesso
3165,PONATINIBE / LEUCEMIA MIELOIDE CRÔNICA REFRATÁRIA AOS INIBIDORES DE TIROSINA QUINASE DO SUS,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3165.pdf,output/df_tjdft/pdfs/3165.pdf,sucesso
3166,ARIPIPRAZOL/ TRANSTORNO DO ESPECTRO AUTISTA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3166.pdf,output/df_tjdft/pdfs/3166.pdf,sucesso
3167,ELTROMBOPAGUE E ALFAPOETINA / LEUCEMIA LINFOBLÁSTICA TIPO B,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3167.pdf,output/df_tjdft/pdfs/3167.pdf,sucesso
3168,CÂMARA HIPERBÁRICA / ÚLCERA CRÔNICA DE ESTASE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3168.pdf,output/df_tjdft/pdfs/3168.pdf,sucesso
3169,BARICITINIBE/ ALOPECIA AREATA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3169.pdf,output/df_tjdft/pdfs/3169.pdf,sucesso
3170,Sequenciamento Completo do Exoma/ Síndrome  dos Espasmos Epiléticos  Infantis e atraso do desenvolvimento neuromotor,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3170.pdf,output/df_tjdft/pdfs/3170.pdf,sucesso
3171,PAMOATO DE PASIREOTIDA/ ACROMEGALIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3171.pdf,output/df_tjdft/pdfs/3171.pdf,sucesso
3172,OXIGENOTERAPIA HIPERBÁRICA / FÍSTULAS PERIANAIS,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3172.pdf,output/df_tjdft/pdfs/3172.pdf,sucesso
3173,SISTEMA DE INFUSÃO CONTÍNUA DE INSULINA MEDTRONIC MINIMED 780G / DIABETES MELLITUS TIPO 1,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3173.pdf,output/df_tjdft/pdfs/3173.pdf,sucesso
3174,UPADACITINIBE / DERMATITE ATÓPICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3174.pdf,output/df_tjdft/pdfs/3174.pdf,sucesso
3175,CINTILOGRAFIA COM LEUCÓCITOS MARCADOS/PRÓTESE DE JOELHO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3175.pdf,output/df_tjdft/pdfs/3175.pdf,sucesso
3176,RAVULIZUMABE / MIASTENIA GRAVIS,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3176.pdf,output/df_tjdft/pdfs/3176.pdf,sucesso
3177,PEMBROLIZUMABE / NEOPLASIA MALIGNA DE ÂNUS,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3177.pdf,output/df_tjdft/pdfs/3177.pdf,sucesso
3178,SENSORES DE GLICOSE FREESTYLE LIBRE/ DIABETES MELLITUS TIPO 1,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3178.pdf,output/df_tjdft/pdfs/3178.pdf,sucesso
3179,ADALIMUMABE / RETOCOLITE ULCERATIVA GRAVE PEDI REFRATÁRIA AO USO DO INFLIXIMABE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3179.pdf,output/df_tjdft/pdfs/3179.pdf,sucesso
3180,BELIMUMABE / LÚPUS ERITEMATOSO SISTÊMICO (NÃO RENAL),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3180.pdf,output/df_tjdft/pdfs/3180.pdf,sucesso
3181,VENETOCLAX/ LEUCEMIA MIELOIDE AGUDA COM RECAÍDA APÓS CITARABINA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3181.pdf,output/df_tjdft/pdfs/3181.pdf,sucesso
3182,PASIREOTIDE / ACROMEGALIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3182.pdf,output/df_tjdft/pdfs/3182.pdf,sucesso
3183,RITUXIMABE / PÊNFIGO VULGAR,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3183.pdf,output/df_tjdft/pdfs/3183.pdf,sucesso
3184,ADALIMUMABE / DOENÇA DE CROHN,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3184.pdf,output/df_tjdft/pdfs/3184.pdf,sucesso
3185,ELTROMBOPAGUE / ANEMIA APLÁSTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3185.pdf,output/df_tjdft/pdfs/3185.pdf,sucesso
3186,TESTOSTERONA (ANDROGEL)/ HIPOGONADISMO SECUNDÁRIO À SÍNDROME POLIGLANDULAR AUTOIMUNE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3186.pdf,output/df_tjdft/pdfs/3186.pdf,sucesso
3187,ALECTINIBE/ ADENOCARCINOMA DE PULMÃO METASTÁTICO COM MUTAÇÃO ALK,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3187.pdf,output/df_tjdft/pdfs/3187.pdf,sucesso
3188,LENVATINIBE / CÂNCER DIFERENCIADO DE TIREOIDE DO TIPO CARCINOMA DE CÉLULAS DE HÜRTHLE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3188.pdf,output/df_tjdft/pdfs/3188.pdf,sucesso
3189,LENALIDOMIDA OU POMALIDOMIDA/ MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3189.pdf,output/df_tjdft/pdfs/3189.pdf,sucesso
3190,HIDROCORTISONA / HIPERPLASIA ADRENAL CONGÊNITA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3190.pdf,output/df_tjdft/pdfs/3190.pdf,sucesso
3191,OMALIZUMABE / URTICÁRIA CRÔNICA ESPONTÂNEA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3191.pdf,output/df_tjdft/pdfs/3191.pdf,sucesso
3192,USTEQUINUMABE / DOENÇA DE CROHN COM MANIFESTAÇÕES EXTRAINTESTINAIS (PIODERMITE VEGETANTE) REFRATÁRIAS AO USO DE FÁRMACOS ANTI-TNF (INFLIXIMABE E ADALIMUMABE),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3192.pdf,output/df_tjdft/pdfs/3192.pdf,sucesso
3193,NITISINONA / DISTÚRBIOS DO METABOLISMO DA TIROSINA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3193.pdf,output/df_tjdft/pdfs/3193.pdf,sucesso
3194,EXOMA / TRANSTORNO DO ESPECTRO AUTISTA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3194.pdf,output/df_tjdft/pdfs/3194.pdf,sucesso
3196,UNDECILATO DE TESTOSTERONA/ INCONGRUÊNCIA DE GÊNERO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3196.pdf,output/df_tjdft/pdfs/3196.pdf,sucesso
3197,TESTOSTERONA/ DISFORIA DE GÊNERO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3197.pdf,output/df_tjdft/pdfs/3197.pdf,sucesso
3198,RANIBIZUMABE OU AFLIBERCEPTE / RETINOPATIA DIABÉTICA E EDEMA MACULAR,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3198.pdf,output/df_tjdft/pdfs/3198.pdf,sucesso
3199,VILDAGLIPTINA / DIABETES MELITUS TIPO II,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3199.pdf,output/df_tjdft/pdfs/3199.pdf,sucesso
3200,INTERFERON ALFA PEGUILADO 2a ou INTERFERON ALFA 2b / POLICITEMIA VERA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3200.pdf,output/df_tjdft/pdfs/3200.pdf,sucesso
3201,RAVULIZUMABE / MIASTENIA GRAVIS,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3201.pdf,output/df_tjdft/pdfs/3201.pdf,sucesso
3202,ELEXACAFTOR – TEZACAFTOR – IVACAFTOR (TRIKAFTA®) / FIBROSE CÍSTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3202.pdf,output/df_tjdft/pdfs/3202.pdf,sucesso
3203,DARATUMUMABE + LENALIDOMIDA / MIELOMA MÚLTIPLO RECAÍDO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3203.pdf,output/df_tjdft/pdfs/3203.pdf,sucesso
3204,SATRALIZUMABE / NEUROMIELITE ÓPTICA SORONEGATIVO PARA O ANTICORPO ANTI-AQUAPORINA-4 COM USO PRÉVIO DE RITUXIMABE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3204.pdf,output/df_tjdft/pdfs/3204.pdf,sucesso
3205,ENXAQUECA/ FREMANEZUMABE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3205.pdf,output/df_tjdft/pdfs/3205.pdf,sucesso
3206,ADALIMUMABE/REAÇÃO AO IMPLANTE DE SILICONE LÍQUIDO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3206.pdf,output/df_tjdft/pdfs/3206.pdf,sucesso
3208,PEMBROLIZUMABE / CÂNCER COLORRETAL METASTÁTICO COM MARCADORES DE INSTABILIDADE DE MICROSSATÉLITE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3208.pdf,output/df_tjdft/pdfs/3208.pdf,sucesso
3209,AVALIAÇÃO NEUROPSICOLÓGICA/ ATRASO NO NEURODESENVOLVIMENTO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3209.pdf,output/df_tjdft/pdfs/3209.pdf,sucesso
3210,USTEQUINUMABE / DOENÇA DE CROHN COM EFEITO COLATERAL LIMITANTE (PSORÍASE PARADOXAL) APÓS USO DE FÁRMACO ANTI-TNF,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3210.pdf,output/df_tjdft/pdfs/3210.pdf,sucesso
3211,DUPILUMABE / DERMATITE ATÓPICA GRAVE E ASMA GRAVE ALÉRGICA E EOSINOFÍLICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3211.pdf,output/df_tjdft/pdfs/3211.pdf,sucesso
3212,CARFILZOMIBE + DARATUMAUMBE / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3212.pdf,output/df_tjdft/pdfs/3212.pdf,sucesso
3213,CANABIDIOL/ EPILEPSIA REFRATÁRIA DE CAUSA ESTRUTURAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3213.pdf,output/df_tjdft/pdfs/3213.pdf,sucesso
3214,ASSISTÊNCIA DOMICILIAR NA MODALIDADE INTERNAÇÃO DOMICILIAR  / TRAUMATISMO CRÂNIO ENCEFÁLICO E ALZHEIMER AVANÇADO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3214.pdf,output/df_tjdft/pdfs/3214.pdf,sucesso
3215,CÂNULA SILICONADA / ESCLEROSE LATERAL AMIOTRÓFICA (ELA),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3215.pdf,output/df_tjdft/pdfs/3215.pdf,sucesso
3217,SENSORES DE GLICOSE FREESTYLE LIBRETM/ DIABETES MELLITUS TIPO 2,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3217.pdf,output/df_tjdft/pdfs/3217.pdf,sucesso
3218,TRANSTORNO DE DÉFICIT DE ATENÇÃO E HIPERATIVIDADE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3218.pdf,output/df_tjdft/pdfs/3218.pdf,sucesso
3219,VENETOCLAX/ LEUCEMIA MIELOIDE AGUDA EM PACIENTE NÃO IDOSO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3219.pdf,output/df_tjdft/pdfs/3219.pdf,sucesso
3220,BOLSA DE COLOSTOMIA ENSURA MIO DA COLOPLAST / DERMATITE GRAVE PARACOLOSTÔMICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3220.pdf,output/df_tjdft/pdfs/3220.pdf,sucesso
3221,MICOFENOLATO DE MOFETILA / MIOPATIA INFLAMATÓRIA SEM USO PRÉVIO DE CICLOSPORINA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3221.pdf,output/df_tjdft/pdfs/3221.pdf,sucesso
3222,PERTUZUMABE / CÂNCER DE MAMA METASTÁSE LINFONODAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3222.pdf,output/df_tjdft/pdfs/3222.pdf,sucesso
3223,RUXOLITINIBE (JAKAVI®) / DOENÇA DO ENXERTO CONTRA O HOSPEDEIRO PÓS-TRANSPLANTE DE MEDULA ÓSSEA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3223.pdf,output/df_tjdft/pdfs/3223.pdf,sucesso
3224,PEMBROLIZUMABE / LINFOMA DE HODGKIN RECAÍDO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3224.pdf,output/df_tjdft/pdfs/3224.pdf,sucesso
3225,PESQUISA DA MUTAÇÃO FIP1L1 – PDGFR / LEUCEMIA EOSINOFÍLICA CRÔNICA EM INVESTIGAÇÃO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3225.pdf,output/df_tjdft/pdfs/3225.pdf,sucesso
3226,PATISIRANA (ONPATTRO®) / POLINEUROPATIA AMILOIDÓTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3226.pdf,output/df_tjdft/pdfs/3226.pdf,sucesso
3227,NEOPLASIA GLIAL DE ALTO GRAU (GLIOBASTOMA)/ TEMOZOLOMIDA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3227.pdf,output/df_tjdft/pdfs/3227.pdf,sucesso
3229,OMALIZUMABE / URTICÁRIA CRÔNICA ESPONTÂNEA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3229.pdf,output/df_tjdft/pdfs/3229.pdf,sucesso
3230,IMPLANTE PERCUTÂNEO DE DISPOSITIVO INTRACARDÍACO (OCLUSOR SEPTAL) / FORAME OVAL PATENTE E ACIDENTE VASCULAR CEREBRAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3230.pdf,output/df_tjdft/pdfs/3230.pdf,sucesso
3231,IMUNOGLOBULINA HUMANA / NEUROPATIA MOTORA MULTIFOCAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3231.pdf,output/df_tjdft/pdfs/3231.pdf,sucesso
3232,SISTEMA DE INFUSÃO CONTÍNUA DE INSULINA MEDTRONIC E INSUMOS / DIABETES MELLITUS TIPO 1,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3232.pdf,output/df_tjdft/pdfs/3232.pdf,sucesso
3233,INEBILIZUMABE / NEUROMIELITE ÓPTICA SEM USO PRÉVIO DE OUTROS IMUNOSSUPRESSORES,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3233.pdf,output/df_tjdft/pdfs/3233.pdf,sucesso
3234,SÍNDROME DE CUSHING/OSILODROSTATE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3234.pdf,output/df_tjdft/pdfs/3234.pdf,sucesso
3235,ADRENALINA AUTOINJETÁVEL / ANAFILAXIA A PICADA DE FORMIGA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3235.pdf,output/df_tjdft/pdfs/3235.pdf,sucesso
3236,VISMODEGIBE (ERIVEDGE) / CARCINOMA BASOCELULAR,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3236.pdf,output/df_tjdft/pdfs/3236.pdf,sucesso
3237,PEMBROLIZUMABE / LINFOMA DE HODGKIN QUIMIORREFRATÁRIO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3237.pdf,output/df_tjdft/pdfs/3237.pdf,sucesso
3238,TRANSTORNO DEPRESSIVO/SERTRALINA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3238.pdf,output/df_tjdft/pdfs/3238.pdf,sucesso
3239,DOR CRÔNICA/EXTRATO DE CANNABIS SATIVA GREENCARE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3239.pdf,output/df_tjdft/pdfs/3239.pdf,sucesso
3240,ADALIMUMABE/HIDRADENITE SUPURATIVA REFRATÁRIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3240.pdf,output/df_tjdft/pdfs/3240.pdf,sucesso
3241,DUPILUMABE / DERMATITE ATÓPICA COM USO PRÉVIO DE METOTREXATO E CICLOSPORINA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3241.pdf,output/df_tjdft/pdfs/3241.pdf,sucesso
3242,VENETOCLAX/ LEUCEMIA MIELÓIDE AGUDA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3242.pdf,output/df_tjdft/pdfs/3242.pdf,sucesso
3243,SOMATROPINA / BAIXA ESTATURA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3243.pdf,output/df_tjdft/pdfs/3243.pdf,sucesso
3244,ADRENALINA AUTO INJETÁVEL / ALERGIA ALIMENTAR,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3244.pdf,output/df_tjdft/pdfs/3244.pdf,sucesso
3246,UPADACITINIBE / DERMATITE ATÓPICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3246.pdf,output/df_tjdft/pdfs/3246.pdf,sucesso
3247,OMALIZUMABE / URTICÁRIA CRÔNICA ESPONTÂNEA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3247.pdf,output/df_tjdft/pdfs/3247.pdf,sucesso
3248,TERAPIA DE REPOSIÇÃO ENZIMÁTICA (BETA-AGALSIDASE) NO TRATAMENTO DA DOENÇA DE FABRY,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3248.pdf,output/df_tjdft/pdfs/3248.pdf,sucesso
3249,USTEQUINUMABE / DOENÇA DE CROHN GRAVE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3249.pdf,output/df_tjdft/pdfs/3249.pdf,sucesso
3250,IMUNOGLOBULINA HUMANA / POLIRRADICULOPATIA DESMIELINIZANTE INFLAMATÓRIA CRÔNICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3250.pdf,output/df_tjdft/pdfs/3250.pdf,sucesso
3251,VIDEOELETROENCEFALOGRAMA / EPILEPSIA FOCAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3251.pdf,output/df_tjdft/pdfs/3251.pdf,sucesso
3252,NEUROMIELITE ÓPTICA RECIDIVADA / RAVULIZUMABE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3252.pdf,output/df_tjdft/pdfs/3252.pdf,sucesso
3253,ZOLGENSMA (ONASEMNOGENE ABEPARVOVEC-XIOI) / ATROFIA MUSCULAR ESPINHAL TIPO 2,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3253.pdf,output/df_tjdft/pdfs/3253.pdf,sucesso
3254,DABRAFENIBE + TRAMETINIBE / MELANOMA METASTÁTICO COM PROGRESSÃO APÓS USO DE PEMBROLIZUAMBE ADJUVANTE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3254.pdf,output/df_tjdft/pdfs/3254.pdf,sucesso
3255,VENETOCLAX/ LEUCEMIA LINFOCÍTICA CRÔNICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3255.pdf,output/df_tjdft/pdfs/3255.pdf,sucesso
